GHGRP ID No. / No d'identification du PDGES,Reference Year / Année de référence,Facility Name / Nom de l'installation,Facility City or District or Municipality / Ville ou District ou Municipalité de l'installation,Facility Province or Territory / Province ou territoire de l'installation,Facility NPRI ID / Numéro d'identification de l'INRP,Facility NAICS Code / Code SCIAN de l'installation,English Facility NAICS Code Description / Description du code SCIAN de l'installation en anglais,French Facility NAICS Code Description / Description du code SCIAN de l'installation en français,Reporting Company Legal Name / Dénomination sociale de la société déclarante,Reporting Company Trade Name / Nom commercial de la société déclarante,CO2 (tonnes),CH4 (tonnes),CH4 (tonnes CO2e / tonnes éq. CO2),N2O (tonnes),N2O (tonnes CO2e / tonnes éq. CO2),Total Emissions (tonnes CO2e) / Émissions totales (tonnes éq. CO2)
G10139,2023,Hays Gas Plant 11-31-013-14 W4M,,Alberta,15241,211110,Oil and gas extraction (except oil sands),Extraction de pétrole et de gaz (à l'exception des sables bitumineux),Canadian Natural Resources Limited,Canadian Natural Resources Limited,34138.34486,39.81263,1114.75364,1.13009,299.47385,35552.57235
G10141,2023,Hendrickson Springs,Stratford,Ontario,3778,332611,Spring (Heavy Gauge) Manufacturing,Fabrication de ressorts (en métal épais),Hendrickson Canada ULC,,12588.955,0.286,8.008,0.222,58.83,12655.793
G10142,2023,Hibernia Platform,Jeanne d’Arc Basin,Newfoundland and Labrador,6096,211110,Oil and gas extraction (except oil sands),Extraction de pétrole et de gaz (à l'exception des sables bitumineux),Hibernia Management and Development Company Limited,HMDC,486457.9149,292.326407,8185.139396,9.324079,2470.880935,497113.9352
G10144,2023,"Hinton Pulp, a division of West Fraser Mills Ltd.",Hinton,Alberta,2991,322112,Chemical Pulp Mills,Usines de pâte chimique,West Fraser Mills Ltd.,West Fraser Mills Ltd.,124461.752,976.915011,27353.62031,12.22213,3238.86445,155054.2367
G10145,2023,Holyrood Thermal Generating Station,Holyrood,Newfoundland and Labrador,4882,221112,Fossil-Fuel Electric Power Generation,Production d'électricité à partir de combustibles fossiles,Newfoundland and Labrador Hydro,NL Hydro,604841.16,6.35,177.8,11.99,3177.35,608196.31
G10146,2023,Howe Sound Pulp and Paper Mill,Port Mellon,British Columbia,1419,322112,Chemical Pulp Mills,Usines de pâte chimique,Howe Sound Pulp & Paper Corporation,Howe Sound Pulp & Paper,94465.4328,34.0177,952.4956,21.9135,5807.0775,101267.5159
G10147,2023,Lloydminster Upgrader,Lloydminster,Saskatchewan,409,211110,Oil and gas extraction (except oil sands),Extraction de pétrole et de gaz (à l'exception des sables bitumineux),Cenovus Energy Inc.,Cenovus,1030643.051,1653.13574,46287.80072,13.417633,3555.672745,1080486.525
G10148,2023,Entreprise Indorama PTA Montréal s.e.c.,Montréal,Quebec,6427,325190,Other Basic Organic Chemical Manufacturing,Fabrication d'autres produits chimiques organiques de base,Entreprise Indorama PTA Montréal s.e.c.,Indorama Venture PTA Montreal l.p.,105536.935,5.2556,147.1568,1.0573,280.1845,105964.2763
G10149,2023,INVISTA (Canada) Company-Maitland Site,Maitland,Ontario,1207,325190,Other Basic Organic Chemical Manufacturing,Fabrication d'autres produits chimiques organiques de base,INVISTA (Canada) Company,INVISTA (Canada) Company,83747.805,0.949,26.572,0.842,223.13,84060.957
G10150,2023,EVRAZ Inc NA Canada - Regina Facilities,RM of Sherwood,Saskatchewan,2740,331110,Iron and Steel Mills and Ferro-Alloy Manufacturing,Sidérurgie,EVRAZ Inc NA Canada,EVRAZ Inc NA Canada,213102.2748,2.937366,82.246248,2.196748,582.13822,213766.6593
G10151,2023,Iroquois Falls Generating Station,Iroquois Falls,Ontario,4904,221112,Fossil-Fuel Electric Power Generation,Production d'électricité à partir de combustibles fossiles,Iroquois Falls Power Corp.,,1921.0226,0.461164,12.912592,0.048443,12.837395,1946.772587
G10152,2023,Joffre LAO Plant,Joffre,Alberta,6556,325110,Petrochemical Manufacturing,Fabrication de produits pétrochimiques,INEOS Canada Partnership,INEOS Canada Partnership,130630.6766,3.2066,89.7848,2.9338,777.457,131497.9184
G10154,2023,Usine de Joliette,Joliette,Quebec,5544,327310,Cement Manufacturing,Fabrication de ciment,CRH Canada Group Inc.,CRH Canada Group Inc.,564602.25,2.19,61.32,2.1,556.5,565232.0305
G10155,2023,Judy Creek Gas Conservation Plant,Swan Hills,Alberta,440,211110,Oil and gas extraction (except oil sands),Extraction de pétrole et de gaz (à l'exception des sables bitumineux),Conifer Energy Inc.,Conifer Energy Inc.,46188.29357,174.0622,4873.7416,1.51905,402.54825,51464.58342
G10157,2023,Kamloops Mill (SFO),Kamloops,British Columbia,2924,322112,Chemical Pulp Mills,Usines de pâte chimique,Kruger inc,Kruger inc,77584.4398,46.049653,1289.390284,21.27753,5638.54545,84512.37553
G10158,2023,Karr 10-10-065-02 W6M,,Alberta,0,211110,Oil and gas extraction (except oil sands),Extraction de pétrole et de gaz (à l'exception des sables bitumineux),Canadian Natural Resources Limited,Canadian Natural Resources Limited,65044.91704,186.72209,5228.21852,14.92508,3955.1462,74228.28176
G10159,2023,Kaybob Amalgamated Sour Gas Plant,FOX CREEK,Alberta,4150,211110,Oil and gas extraction (except oil sands),Extraction de pétrole et de gaz (à l'exception des sables bitumineux),PGI Processing ULC,PGI Processing ULC,135172.9971,226.750031,6349.000868,8.357839,2214.827335,143736.8253
G10160,2023,Kaybob South #3 Gas Plant,Fox Creek,Alberta,683,211110,Oil and gas extraction (except oil sands),Extraction de pétrole et de gaz (à l'exception des sables bitumineux),PGI Processing ULC,PGI Processing ULC,328025.3565,75.229038,2106.413064,5.949339,1576.574835,331708.3444
G10161,2023,Keele Valley Landfill,Maple,Ontario,7371,562210,Waste Treatment and Disposal,Traitement et élimination des déchets,City of Toronto,City of Toronto,57.938,20445.0561,572461.5708,0.043,11.395,572530.9038
G10162,2023,Keephills Thermal Electric Power Generating Plant,Duffield,Alberta,2286,221112,Fossil-Fuel Electric Power Generation,Production d'électricité à partir de combustibles fossiles,TransAlta Generation Partnership,TransAlta Corporation,2740001.44,53.100949,1486.826572,14.442303,3827.210295,2745315.477
G10163,2023,"TransCanada Pipeline, Ontario",Kenora,Ontario,,486210,Pipeline Transportation of Natural Gas,Transport du gaz naturel par gazoduc,TransCanada PipeLines Limited,TransCanada PipeLines Ltd.,1040787.15,6371.284,178395.952,26.779,7096.435,1226279.537
G10164,2023,Kidd Metallurgical Site,Timmins/District of Cochrane,Ontario,2815,212233,Copper-Zinc Ore Mining,Extraction de minerais de cuivre-zinc,Glencore,Glencore,29019.0553,1.24051,34.73428,1.05191,278.75615,29332.54573
G10165,2023,Kirkland Lake Generating Station,Kirkland Lake,Ontario,1770,221112,Fossil-Fuel Electric Power Generation,Production d'électricité à partir de combustibles fossiles,Northland Power Inc.,Northland Power Inc.,18776.946,4.861,136.108,0.492,130.38,19043.434
G10168,2023,"KRONOS Canada, Inc.",Varennes,Quebec,1561,325189,All Other Basic Inorganic Chemical Manufacturing,Fabrication de tous les autres produits chimiques inorganiques de base,"KRONOS Canada, Inc.","KRONOS Canada, Inc.",157086.5677,1.822738,51.036664,1.746284,462.76526,157600.3696
G10169,2023,Kruger Wayagamack,Trois-Rivières,Quebec,2502,322121,Paper (except Newsprint) Mills,"Usines de papier, sauf le papier journal",Kruger Wayagamack S.E.C.,Kruger Wayagamack LP.,60965.7,26.1707,732.7796,7.223,1914.095,63612.5746
G10170,2023,Richmond Cement Plant,RICHMOND,British Columbia,702,327310,Cement Manufacturing,Fabrication de ciment,Lafarge Canada Inc.,Lafarge Canada,548315.082,4.81903,134.93284,2.24054,593.7431,549043.7579
G10171,2023,Bath Cement Plant,Bath,Ontario,5850,327310,Cement Manufacturing,Fabrication de ciment,Lafarge Canada Inc.,Lafarge Canada,707928.0043,4.3781,122.5868,3.2887,871.5055,708922.0966
G10176,2023,Edmonton Plant,Edmonton,Alberta,5243,327310,Cement Manufacturing,Fabrication de ciment,Heidelberg Materials Canada Limited,Heidelberg Materials,606283.9285,4.427763,123.977364,3.236525,857.679125,607265.585
G10177,2023,Lennox Generating Station,Greater Napanee,Ontario,1812,221112,Fossil-Fuel Electric Power Generation,Production d'électricité à partir de combustibles fossiles,Ontario Power Generation Inc.,OPG,94847.58,14.28,399.84,2.08,551.2,95798.62
G10178,2023,Lingan Generating Station,LINGAN,Nova Scotia,3992,221112,Fossil-Fuel Electric Power Generation,Production d'électricité à partir de combustibles fossiles,Nova Scotia Power Incorporated,Nova Scotia Power Incorporated,1535425.239,13.5365,379.022,19.471,5159.815,1542328.251
G10179,2023,MacKay River Power Plant,FORT MCMURRAY,Alberta,19219,221112,Fossil-Fuel Electric Power Generation,Production d'électricité à partir de combustibles fossiles,TransCanada Energy Ltd.,TransCanada Energy Ltd.,919429.9,60.7544,1701.1232,20.8942,5536.963,926667.9862
G10180,2023,"MacKay River, In-Situ Oil Sands Plant",FORT MCMURRAY,Alberta,17630,211141,In-situ oil sands extraction,Extraction in situ de sables bitumineux,Suncor Energy Oil Sands Limited Partnership,Suncor Energy Oil Sands,423873.4077,46.093468,1290.617104,4.905452,1299.94478,426463.9695
G10182,2023,Canadian Kraft Paper Industries Ltd.,The Pas,Manitoba,2051,322121,Paper (except Newsprint) Mills,"Usines de papier, sauf le papier journal",Canadian Kraft Paper Industries Ltd.,Canadian Kraft Paper,51568.061,190.022534,5320.630952,21.31888,5649.5032,62538.19515
G10183,2023,Usine de Marbleton,Marbleton,Quebec,6187,327410,Lime Manufacturing,Fabrication de chaux,Graymont (QC) Inc.,Graymont (QC) Inc.,175066.1437,0.88101,24.66828,1.62586,430.8529,175521.6649
G10184,2023,McMahon Cogen Plant,TAYLOR,British Columbia,7959,221112,Fossil-Fuel Electric Power Generation,Production d'électricité à partir de combustibles fossiles,NorthRiver Midstream Inc.,,535853.66,37.660827,1054.503156,13.349528,3537.62492,540445.7881
G10185,2023,McMahon Gas Plant,Taylor,British Columbia,4305,211110,Oil and gas extraction (except oil sands),Extraction de pétrole et de gaz (à l'exception des sables bitumineux),NorthRiver Midstream Inc.,,105478.4158,143.38965,4014.9102,0.510824,135.36836,109628.6944
G10186,2023,Meridian Cogeneration Plant,Lloydminster,Saskatchewan,6595,221112,Fossil-Fuel Electric Power Generation,Production d'électricité à partir de combustibles fossiles,Meridian Limited Partnership,Meridian Limited Partnership,889121.1305,227.93537,6382.19036,22.684207,6011.314855,901514.6357
G10187,2023,Mildred Lake and Aurora Plant Sites,Fort McMurray,Alberta,0,211142,Mined oil sands extraction,Extraction minière de sables bitumineux,Suncor Energy (Syncrude) Operating Inc,,13216450.41,13556.179,379573.012,228.673792,60598.55488,13661427.79
G10188,2023,Mine de Mont-Wright,Fermont,Quebec,6217,212210,Iron Ore Mining,Extraction de minerais de fer,ArcelorMittal Exploitation Minière Canada s.e.n.c.,ArcelorMittal Mining Canada G.P.,250073.041,13.1702,368.7656,92.2804,24454.306,274896.1126
G10191,2023,Mississauga Lubricants Centre,Mississauga,Ontario,3899,324190,Other Petroleum and Coal Products Manufacturing,Fabrication d'autres produits du pétrole et du charbon,Petro-Canada Lubricants Inc.,Petro-Canada Lubricants Inc.,435173.0522,77.712147,2175.940116,7.803852,2068.02078,439417.0131
G10192,2023,Mississauga Cement Plant,Mississauga,Ontario,2182,327310,Cement Manufacturing,Fabrication de ciment,CRH Canada Group Inc.,CRH Canada Group Inc.,984276.5745,115.6296,3237.6288,8.7964,2331.046,989845.2493
G10193,2023,Mohawk Street Landfill,Brantford,Ontario,10433,562210,Waste Treatment and Disposal,Traitement et élimination des déchets,The Corporation of the City of Brantford,The Corporation of the City of Brantford,539.291193,4571.110912,127991.1055,0.024158,6.40187,128536.7986
G10195,2023,Mosaic Potash Belle Plaine,Belle Plaine,Saskatchewan,4099,212396,Potash Mining,Extraction de potasse,Mosaic Canada ULC,Mosaic Potash Belle Plaine,681455.4548,129.979,3639.412,15.372,4073.58,689168.4468
G10196,2023,Muskeg River Cogeneration Plant,Fort McMurray,Alberta,0,221112,Fossil-Fuel Electric Power Generation,Production d'électricité à partir de combustibles fossiles,Heartland Generation Ltd.,Heartland Generation,1371602.197,76.1299,2131.6372,26.1115,6919.5475,1380653.382
G10199,2023,Imperial Oil Nanticoke Refinery,Nanticoke,Ontario,3701,324110,Petroleum Refineries,Raffineries de pétrole,Imperial Oil,Imperial Oil,1114107.205,281.5495,7883.386,15.6849,4156.4985,1126147.089
G10203,2023,Nipigon Power Plant,Nipigon,Ontario,10405,221112,Fossil-Fuel Electric Power Generation,Production d'électricité à partir de combustibles fossiles,Atlantic Power LP,,358.1451,0.053045,1.48526,0.007869,2.085285,361.715645
G10204,2023,Norman Wells Central Processing Facility,Norman Wells,Northwest Territories,428,211110,Oil and gas extraction (except oil sands),Extraction de pétrole et de gaz (à l'exception des sables bitumineux),Imperial Oil Resources N.W.T. Limited,Imperial Oil Resources N.W.T. Limited,78343.75384,32.073219,898.050132,1.889324,500.67086,79742.47484
G10206,2023,Braya Renewable Fuels (Newfoundland) LP,Come by Chance,Newfoundland and Labrador,4316,325190,Other Basic Organic Chemical Manufacturing,Fabrication d'autres produits chimiques organiques de base,Braya Renewable Fuels (Newfoundland) LP,Braya Renewable Fuels,23627,0.43105,12.0694,1.68543,446.63895,24085.70835
G10207,2023,Northwood Pulp Mill,Prince George,British Columbia,1797,322112,Chemical Pulp Mills,Usines de pâte chimique,Canfor Pulp Ltd.,,258670.4,86.0959,2410.6852,34.2977,9088.8905,270169.9757
G10208,2023,Corunna Site,Corunna,Ontario,1776,325110,Petrochemical Manufacturing,Fabrication de produits pétrochimiques,NOVA Chemicals Corporation (OBPS),NOVA Chemicals,829636.0818,169.3633,4742.1724,23.2284,6155.526,840533.7802
G10209,2023,INEOS Styrolution,Sarnia,Ontario,1785,325110,Petrochemical Manufacturing,Fabrication de produits pétrochimiques,INEOS Styrolution Canada Ltd.,INEOS Styrolution Canada Ltd.,91378.4925,26.2888,736.0864,1.2625,334.5625,92775.5714
G10210,2023,St. Clair River Site,Corunna,Ontario,4700,325210,Resin and Synthetic Rubber Manufacturing,Fabrication de résines et de caoutchouc synthétique,NOVA Chemicals Corporation,NOVA Chemicals,62027.0888,2.4408,68.3424,1.0933,289.7245,62385.1557
G10211,2023,NOVA Chemicals Corporation (Joffre),Lacombe,Alberta,1779,325110,Petrochemical Manufacturing,Fabrication de produits pétrochimiques,NOVA Chemicals Corporation,NOVA Chemicals,3275809.775,242.3747,6786.4916,44.2668,11730.702,3294704.002
G10213,2023,Oshawa Assembly Plant,Oshawa,Ontario,3893,336110,Automobile and Light-Duty Motor Vehicle Manufacturing,Fabrication de voitures et de véhicules automobiles légers,General Motors of Canada Company,General Motors of Canada Company,87750.5855,1.6994,47.5832,1.5063,399.1695,88197.3382
G10215,2023,Ottawa Health Sciences Centre (OHSC) Cogeneration Facility,Ottawa,Ontario,4872,221112,Fossil-Fuel Electric Power Generation,Production d'électricité à partir de combustibles fossiles,TransAlta Cogeneration L.P.,,28302.41692,7.360172,206.084816,0.736017,195.044505,28703.54624
G10217,2023,Usine de Thurso,Thurso,Quebec,1528,322112,Chemical Pulp Mills,Usines de pâte chimique,Fortress Cellulose Spécialisée,Fortress Specialty Cellulose Inc.,18,0.001,0.028,0.1005,26.6325,129.2945
G10219,2023,CNUL Peace River Complex,Peace River,Alberta,2128,211141,In-situ oil sands extraction,Extraction in situ de sables bitumineux,Canadian Natural Upgrading Ltd,,176339.6157,235.8303,6603.2484,1.6848,446.472,183389.3361
G10220,2023,Mercer Peace River,MD of Northern Lights,Alberta,223,322112,Chemical Pulp Mills,Usines de pâte chimique,Mercer Peace River Pulp Ltd.,Mercer Peace River Pulp Ltd.,193662.4918,146.9391,4114.2948,13.4568,3566.052,201342.8386
G10221,2023,CEPSA Chimie Bécancour,Bécancour,Quebec,4805,325110,Petrochemical Manufacturing,Fabrication de produits pétrochimiques,CEPSA Chimie Bécancour,CEPSA Chimie Bécancour,69271.7,0.982,27.496,0.876,232.14,69531.336
G10223,2023,Picton  Plant,Picton,Ontario,3541,327310,Cement Manufacturing,Fabrication de ciment,Lehigh Hanson Materials Limited,Lehigh Hanson Materials Limited,594684.4489,27.12252,759.43056,2.789056,739.09984,596182.9793
G10225,2023,Pine River Sour Gas Plant C-085-D,Peace River District,British Columbia,4306,211110,Oil and gas extraction (except oil sands),Extraction de pétrole et de gaz (à l'exception des sables bitumineux),Canadian Natural Resources Limited,Canadian Natural Resources Limited,420059.9729,344.968,9659.104,3.17309,840.86885,430559.9458
G10226,2023,Transmission Mainline - BC,Prince George,British Columbia,0,486210,Pipeline Transportation of Natural Gas,Transport du gaz naturel par gazoduc,Westcoast Energy Inc.,Enbridge Inc.,1091462.51,2012.01795,56336.5026,29.03335,7693.83775,1155492.85
G10227,2023,Point Aconi Generating Station,Point Aconi,Nova Scotia,4000,221112,Fossil-Fuel Electric Power Generation,Production d'électricité à partir de combustibles fossiles,Nova Scotia Power Incorporated,Nova Scotia Power Incorporated,874613.5308,18.193117,509.407276,7.114151,1885.250015,877008.1881
G10228,2023,Point Tupper Generating Station,Port Hawkesbury,Nova Scotia,3994,221112,Fossil-Fuel Electric Power Generation,Production d'électricité à partir de combustibles fossiles,Nova Scotia Power Incorporated,Nova Scotia Power Incorporated,499752.7267,4.295579,120.276212,6.24314,1654.4321,501721.545
G10229,2023,Poplar River Power Station,CORONACH,Saskatchewan,2079,221112,Fossil-Fuel Electric Power Generation,Production d'électricité à partir de combustibles fossiles,Saskatchewan Power Corporation,SaskPower,3033276.812,140.508413,3934.235564,77.66704,20581.7656,3057792.813
G10230,2023,Port Alberni Division,Port Alberni,British Columbia,1593,322121,Paper (except Newsprint) Mills,"Usines de papier, sauf le papier journal",Catalyst Paper Corporation,Domtar Inc. - Port Alberni Operation,35039.2607,104.1659,2916.6452,16.67,4417.55,42373.4559
G10232,2023,Prentiss Chemical Manufacturing Facility,Lacombe County,Alberta,18997,325190,Other Basic Organic Chemical Manufacturing,Fabrication d'autres produits chimiques organiques de base,MEGlobal Canada ULC,MEGlobal Canada ULC,252355.7822,66.1425,1851.99,1.9556,518.234,254726.0062
